regime,tokenReduction,failureReduction,fixedEnergyShare,physicalSavingsFraction,gateEnergyRatio,falseReject,demandMultiplier,completion,waterSavedPerCompletionPct,energySavedPerCompletionPct,totalWaterChangePct,totalEnergyChangePct,waterDemandBreakEven
illustrative wet,0,-0.5,0.4,0,0.02,0.01,3,0.971065557,-16.594516594516605,-16.594516594516605,242.4019733870968,242.4019733870968,0.8761631746229455
illustrative dry,0,-0.5,0.4,0,0.02,0.01,1,0.971065557,-16.594516594516605,-16.594516594516605,14.133991129032243,14.133991129032243,0.8761631746229456
illustrative dry,0,-0.5,0.4,0,0.02,0.01,1.5,0.971065557,-16.594516594516605,-16.594516594516605,71.20098669354834,71.20098669354834,0.8761631746229456
illustrative dry,0,-0.5,0.4,0,0.02,0.01,2,0.971065557,-16.594516594516605,-16.594516594516605,128.26798225806448,128.26798225806448,0.8761631746229456
illustrative dry,0,-0.5,0.4,0,0.02,0.01,3,0.971065557,-16.594516594516605,-16.594516594516605,242.4019733870967,242.4019733870967,0.8761631746229456
different verifier site,0,-0.5,0.4,0,0.02,0.01,1,0.971065557,-86.84807256235831,-16.264687693259127,82.90496739631341,13.811122695852497,0.5467320074655095
different verifier site,0,-0.5,0.4,0,0.02,0.01,1.5,0.971065557,-86.84807256235831,-16.264687693259127,174.3574510944701,70.71668404377877,0.5467320074655095
different verifier site,0,-0.5,0.4,0,0.02,0.01,2,0.971065557,-86.84807256235831,-16.264687693259127,265.80993479262685,127.622245391705,0.5467320074655095
different verifier site,0,-0.5,0.4,0,0.02,0.01,3,0.971065557,-86.84807256235831,-16.264687693259127,448.7149021889402,241.43336808755754,0.5467320074655095
illustrative wet,0,-0.5,0.4,0,0.02,0.1,1,0.949347,-16.825396825396787,-16.82539682539681,11.802258064516113,11.802258064516113,0.8944363175768278
illustrative wet,0,-0.5,0.4,0,0.02,0.1,1.5,0.949347,-16.825396825396787,-16.82539682539681,67.7033870967742,67.7033870967742,0.8944363175768278
illustrative wet,0,-0.5,0.4,0,0.02,0.1,2,0.949347,-16.825396825396787,-16.82539682539681,123.60451612903222,123.60451612903222,0.8944363175768278
illustrative wet,0,-0.5,0.4,0,0.02,0.1,3,0.949347,-16.825396825396787,-16.82539682539681,235.4067741935484,235.4067741935484,0.8944363175768278
illustrative dry,0,-0.5,0.4,0,0.02,0.1,1,0.949347,-16.82539682539681,-16.82539682539681,11.802258064516092,11.802258064516092,0.894436317576828
illustrative dry,0,-0.5,0.4,0,0.02,0.1,1.5,0.949347,-16.82539682539681,-16.82539682539681,67.70338709677415,67.70338709677415,0.894436317576828
illustrative dry,0,-0.5,0.4,0,0.02,0.1,2,0.949347,-16.82539682539681,-16.82539682539681,123.60451612903218,123.60451612903218,0.894436317576828
illustrative dry,0,-0.5,0.4,0,0.02,0.1,3,0.949347,-16.82539682539681,-16.82539682539681,235.4067741935483,235.4067741935483,0.894436317576828
different verifier site,0,-0.5,0.4,0,0.02,0.1,1,0.949347,-94.10430839002267,-16.46258503401359,85.75841013824883,11.455046082949295,0.5383336341303524
different verifier site,0,-0.5,0.4,0,0.02,0.1,1.5,0.949347,-94.10430839002267,-16.46258503401359,178.63761520737324,67.18256912442395,0.5383336341303524
different verifier site,0,-0.5,0.4,0,0.02,0.1,2,0.949347,-94.10430839002267,-16.46258503401359,271.51682027649764,122.91009216589859,0.5383336341303524
different verifier site,0,-0.5,0.4,0,0.02,0.1,3,0.949347,-94.10430839002267,-16.46258503401359,457.2752304147465,234.3651382488479,0.5383336341303524
illustrative wet,0,-0.5,0.4,0,0.1,0,1,0.973,-25.714285714285666,-25.71428571428569,23.30645161290319,23.30645161290319,0.8109875735775018
illustrative wet,0,-0.5,0.4,0,0.1,0,1.5,0.973,-25.714285714285666,-25.71428571428569,84.95967741935479,84.95967741935479,0.8109875735775018
illustrative wet,0,-0.5,0.4,0,0.1,0,2,0.973,-25.714285714285666,-25.71428571428569,146.61290322580638,146.61290322580638,0.8109875735775018
illustrative wet,0,-0.5,0.4,0,0.1,0,3,0.973,-25.714285714285666,-25.71428571428569,269.9193548387096,269.9193548387096,0.8109875735775018
illustrative dry,0,-0.5,0.4,0,0.1,0,1,0.973,-25.71428571428571,-25.71428571428571,23.30645161290319,23.30645161290319,0.8109875735775018
illustrative dry,0,-0.5,0.4,0,0.1,0,1.5,0.973,-25.71428571428571,-25.71428571428571,84.95967741935479,84.95967741935479,0.8109875735775018
illustrative dry,0,-0.5,0.4,0,0.1,0,2,0.973,-25.71428571428571,-25.71428571428571,146.61290322580638,146.61290322580638,0.8109875735775018
illustrative dry,0,-0.5,0.4,0,0.1,0,3,0.973,-25.71428571428571,-25.71428571428571,269.9193548387096,269.9193548387096,0.8109875735775018
different verifier site,0,-0.5,0.4,0,0.1,0,1,0.973,-373.46938775510205,-24.081632653061224,364.40092165898614,21.705069124423936,0.2153311833291987
different verifier site,0,-0.5,0.4,0,0.1,0,1.5,0.973,-373.46938775510205,-24.081632653061224,596.6013824884793,82.55760368663594,0.2153311833291987
different verifier site,0,-0.5,0.4,0,0.1,0,2,0.973,-373.46938775510205,-24.081632653061224,828.8018433179723,143.4101382488479,0.2153311833291987
different verifier site,0,-0.5,0.4,0,0.1,0,3,0.973,-373.46938775510205,-24.081632653061224,1293.2027649769586,265.11520737327186,0.2153311833291987
illustrative wet,0,-0.5,0.4,0,0.1,0.01,1,0.971065557,-25.829725829725824,-25.829725829725824,23.17430725806451,23.17430725806451,0.8118576205221789
illustrative wet,0,-0.5,0.4,0,0.1,0.01,1.5,0.971065557,-25.829725829725824,-25.829725829725824,84.76146088709677,84.76146088709675,0.8118576205221789
illustrative wet,0,-0.5,0.4,0,0.1,0.01,2,0.971065557,-25.829725829725824,-25.829725829725824,146.348614516129,146.348614516129,0.8118576205221789
illustrative wet,0,-0.5,0.4,0,0.1,0.01,3,0.971065557,-25.829725829725824,-25.829725829725824,269.52292177419355,269.5229217741935,0.8118576205221789
illustrative dry,0,-0.5,0.4,0,0.1,0.01,1,0.971065557,-25.829725829725824,-25.829725829725824,23.174307258064488,23.174307258064488,0.8118576205221789
illustrative dry,0,-0.5,0.4,0,0.1,0.01,1.5,0.971065557,-25.829725829725824,-25.829725829725824,84.76146088709673,84.76146088709673,0.8118576205221789
illustrative dry,0,-0.5,0.4,0,0.1,0.01,2,0.971065557,-25.829725829725824,-25.829725829725824,146.34861451612898,146.34861451612898,0.8118576205221789
illustrative dry,0,-0.5,0.4,0,0.1,0.01,3,0.971065557,-25.829725829725824,-25.829725829725824,269.52292177419343,269.52292177419343,0.8118576205221789
different verifier site,0,-0.5,0.4,0,0.1,0.01,1,0.971065557,-377.0975056689342,-24.180581323438453,367.02918859446993,21.559965092165868,0.21411937934961028
different verifier site,0,-0.5,0.4,0,0.1,0.01,1.5,0.971065557,-377.0975056689342,-24.180581323438453,600.543782891705,82.33994763824879,0.21411937934961028
different verifier site,0,-0.5,0.4,0,0.1,0.01,2,0.971065557,-377.0975056689342,-24.180581323438453,834.0583771889399,143.11993018433174,0.21411937934961028
different verifier site,0,-0.5,0.4,0,0.1,0.01,3,0.971065557,-377.0975056689342,-24.180581323438453,1301.08756578341,264.6798952764976,0.21411937934961028
illustrative wet,0,-0.5,0.4,0,0.1,0.1,1,0.949347,-26.984126984126956,-26.984126984126956,21.524193548387103,21.524193548387082,0.8228814121706816
illustrative wet,0,-0.5,0.4,0,0.1,0.1,1.5,0.949347,-26.984126984126956,-26.984126984126956,82.28629032258064,82.28629032258061,0.8228814121706816
illustrative wet,0,-0.5,0.4,0,0.1,0.1,2,0.949347,-26.984126984126956,-26.984126984126956,143.0483870967742,143.04838709677418,0.8228814121706816
illustrative wet,0,-0.5,0.4,0,0.1,0.1,3,0.949347,-26.984126984126956,-26.984126984126956,264.5725806451613,264.5725806451612,0.8228814121706816
illustrative dry,0,-0.5,0.4,0,0.1,0.1,1,0.949347,-26.984126984126977,-26.984126984126977,21.524193548387082,21.524193548387082,0.8228814121706816
illustrative dry,0,-0.5,0.4,0,0.1,0.1,1.5,0.949347,-26.984126984126977,-26.984126984126977,82.28629032258064,82.28629032258064,0.8228814121706816
illustrative dry,0,-0.5,0.4,0,0.1,0.1,2,0.949347,-26.984126984126977,-26.984126984126977,143.04838709677418,143.04838709677418,0.8228814121706816
illustrative dry,0,-0.5,0.4,0,0.1,0.1,3,0.949347,-26.984126984126977,-26.984126984126977,264.5725806451613,264.5725806451613,0.8228814121706816
different verifier site,0,-0.5,0.4,0,0.1,0.1,1,0.949347,-413.3786848072563,-25.170068027210846,391.30495391705074,19.788133640552964,0.20353957191500954
different verifier site,0,-0.5,0.4,0,0.1,0.1,1.5,0.949347,-413.3786848072563,-25.170068027210846,636.9574308755762,79.68220046082943,0.20353957191500954
different verifier site,0,-0.5,0.4,0,0.1,0.1,2,0.949347,-413.3786848072563,-25.170068027210846,882.6099078341015,139.5762672811059,0.20353957191500954
different verifier site,0,-0.5,0.4,0,0.1,0.1,3,0.949347,-413.3786848072563,-25.170068027210846,1373.9148617511523,259.36440092165884,0.20353957191500954
illustrative wet,0,-0.5,0.4,0,0.25,0,1,0.973,-42.85714285714282,-42.85714285714284,40.12096774193545,40.12096774193545,0.7136690647482016
illustrative wet,0,-0.5,0.4,0,0.25,0,1.5,0.973,-42.85714285714282,-42.85714285714284,110.1814516129032,110.1814516129032,0.7136690647482016
illustrative wet,0,-0.5,0.4,0,0.25,0,2,0.973,-42.85714285714282,-42.85714285714284,180.24193548387092,180.24193548387092,0.7136690647482016
illustrative wet,0,-0.5,0.4,0,0.25,0,3,0.973,-42.85714285714282,-42.85714285714284,320.3629032258064,320.3629032258064,0.7136690647482016
illustrative dry,0,-0.5,0.4,0,0.25,0,1,0.973,-42.85714285714282,-42.85714285714282,40.12096774193545,40.12096774193545,0.7136690647482016
illustrative dry,0,-0.5,0.4,0,0.25,0,1.5,0.973,-42.85714285714282,-42.85714285714282,110.18145161290316,110.18145161290316,0.7136690647482016
illustrative dry,0,-0.5,0.4,0,0.25,0,2,0.973,-42.85714285714282,-42.85714285714282,180.24193548387092,180.24193548387092,0.7136690647482016
illustrative dry,0,-0.5,0.4,0,0.25,0,3,0.973,-42.85714285714282,-42.85714285714282,320.3629032258063,320.3629032258063,0.7136690647482016
different verifier site,0,-0.5,0.4,0,0.25,0,1,0.973,-912.2448979591835,-38.775510204081634,892.8571428571427,36.1175115207373,0.10071942446043167
different verifier site,0,-0.5,0.4,0,0.25,0,1.5,0.973,-912.2448979591835,-38.775510204081634,1389.285714285714,104.17626728110596,0.10071942446043167
different verifier site,0,-0.5,0.4,0,0.25,0,2,0.973,-912.2448979591835,-38.775510204081634,1885.7142857142853,172.2350230414746,0.10071942446043167
different verifier site,0,-0.5,0.4,0,0.25,0,3,0.973,-912.2448979591835,-38.775510204081634,2878.571428571428,308.35253456221193,0.10071942446043167
illustrative wet,0,-0.5,0.4,0,0.25,0.01,1,0.971065557,-43.14574314574313,-43.14574314574313,40.1249,40.1249,0.7136490373944959
illustrative wet,0,-0.5,0.4,0,0.25,0.01,1.5,0.971065557,-43.14574314574313,-43.14574314574313,110.18735,110.18735,0.7136490373944959
illustrative wet,0,-0.5,0.4,0,0.25,0.01,2,0.971065557,-43.14574314574313,-43.14574314574313,180.2498,180.2498,0.7136490373944959
illustrative wet,0,-0.5,0.4,0,0.25,0.01,3,0.971065557,-43.14574314574313,-43.14574314574313,320.37469999999996,320.37469999999996,0.7136490373944959
illustrative dry,0,-0.5,0.4,0,0.25,0.01,1,0.971065557,-43.145743145743154,-43.145743145743154,40.1249,40.1249,0.7136490373944959
illustrative dry,0,-0.5,0.4,0,0.25,0.01,1.5,0.971065557,-43.145743145743154,-43.145743145743154,110.18735,110.18735,0.7136490373944959
illustrative dry,0,-0.5,0.4,0,0.25,0.01,2,0.971065557,-43.145743145743154,-43.145743145743154,180.2498,180.2498,0.7136490373944959
illustrative dry,0,-0.5,0.4,0,0.25,0.01,3,0.971065557,-43.145743145743154,-43.145743145743154,320.37469999999996,320.37469999999996,0.7136490373944959
different verifier site,0,-0.5,0.4,0,0.25,0.01,1,0.971065557,-921.3151927437643,-39.02288188002476,899.7621033410139,36.08904458525344,0.10002379532672734
different verifier site,0,-0.5,0.4,0,0.25,0.01,1.5,0.971065557,-921.3151927437643,-39.02288188002476,1399.643155011521,104.13356687788018,0.10002379532672734
different verifier site,0,-0.5,0.4,0,0.25,0.01,2,0.971065557,-921.3151927437643,-39.02288188002476,1899.5242066820279,172.17808917050687,0.10002379532672734
different verifier site,0,-0.5,0.4,0,0.25,0.01,3,0.971065557,-921.3151927437643,-39.02288188002476,2899.286310023042,308.26713375576037,0.10002379532672734
illustrative wet,0,-0.5,0.4,0,0.25,0.1,1,0.949347,-46.031746031746,-46.031746031746,39.752822580645145,39.752822580645166,0.7155490540614623
illustrative wet,0,-0.5,0.4,0,0.25,0.1,1.5,0.949347,-46.031746031746,-46.031746031746,109.62923387096772,109.62923387096772,0.7155490540614623
illustrative wet,0,-0.5,0.4,0,0.25,0.1,2,0.949347,-46.031746031746,-46.031746031746,179.5056451612903,179.50564516129032,0.7155490540614623
illustrative wet,0,-0.5,0.4,0,0.25,0.1,3,0.949347,-46.031746031746,-46.031746031746,319.2584677419354,319.2584677419354,0.7155490540614623
illustrative dry,0,-0.5,0.4,0,0.25,0.1,1,0.949347,-46.031746031746,-46.031746031746,39.752822580645116,39.752822580645116,0.7155490540614623
illustrative dry,0,-0.5,0.4,0,0.25,0.1,1.5,0.949347,-46.031746031746,-46.031746031746,109.62923387096772,109.62923387096772,0.7155490540614623
illustrative dry,0,-0.5,0.4,0,0.25,0.1,2,0.949347,-46.031746031746,-46.031746031746,179.50564516129023,179.50564516129023,0.7155490540614623
illustrative dry,0,-0.5,0.4,0,0.25,0.1,3,0.949347,-46.031746031746,-46.031746031746,319.2584677419354,319.2584677419354,0.7155490540614623
different verifier site,0,-0.5,0.4,0,0.25,0.1,1,0.949347,-1012.0181405895693,-41.49659863945576,964.2047235023042,35.412672811059885,0.09396688230334045
different verifier site,0,-0.5,0.4,0,0.25,0.1,1.5,0.949347,-1012.0181405895693,-41.49659863945576,1496.3070852534565,103.1190092165898,0.09396688230334045
different verifier site,0,-0.5,0.4,0,0.25,0.1,2,0.949347,-1012.0181405895693,-41.49659863945576,2028.4094470046084,170.82534562211978,0.09396688230334045
different verifier site,0,-0.5,0.4,0,0.25,0.1,3,0.949347,-1012.0181405895693,-41.49659863945576,3092.614170506913,306.2380184331796,0.09396688230334045
illustrative wet,0,-0.5,0.4,0.5,0,0,1,0.973,-14.285714285714256,-14.285714285714256,12.096774193548377,12.096774193548354,0.8920863309352519
illustrative wet,0,-0.5,0.4,0.5,0,0,1.5,0.973,-14.285714285714256,-14.285714285714256,68.14516129032255,68.14516129032255,0.8920863309352519
illustrative wet,0,-0.5,0.4,0.5,0,0,2,0.973,-14.285714285714256,-14.285714285714256,124.19354838709675,124.19354838709671,0.8920863309352519
illustrative wet,0,-0.5,0.4,0.5,0,0,3,0.973,-14.285714285714256,-14.285714285714256,236.2903225806451,236.2903225806451,0.8920863309352519
illustrative dry,0,-0.5,0.4,0.5,0,0,1,0.973,-14.28571428571428,-14.28571428571428,12.096774193548354,12.096774193548354,0.8920863309352519
illustrative dry,0,-0.5,0.4,0.5,0,0,1.5,0.973,-14.28571428571428,-14.28571428571428,68.14516129032255,68.14516129032255,0.8920863309352519
illustrative dry,0,-0.5,0.4,0.5,0,0,2,0.973,-14.28571428571428,-14.28571428571428,124.19354838709671,124.19354838709671,0.8920863309352519
illustrative dry,0,-0.5,0.4,0.5,0,0,3,0.973,-14.28571428571428,-14.28571428571428,236.2903225806451,236.2903225806451,0.8920863309352519
different verifier site,0,-0.5,0.4,0.5,0,0,1,0.973,-14.285714285714256,-14.28571428571428,12.096774193548377,12.096774193548354,0.8920863309352519
different verifier site,0,-0.5,0.4,0.5,0,0,1.5,0.973,-14.285714285714256,-14.28571428571428,68.14516129032253,68.14516129032255,0.8920863309352519
different verifier site,0,-0.5,0.4,0.5,0,0,2,0.973,-14.285714285714256,-14.28571428571428,124.19354838709675,124.19354838709671,0.8920863309352519
different verifier site,0,-0.5,0.4,0.5,0,0,3,0.973,-14.285714285714256,-14.28571428571428,236.29032258064507,236.2903225806451,0.8920863309352519
illustrative wet,0,-0.5,0.4,0.5,0,0.01,1,0.971065557,-14.285714285714256,-14.28571428571428,11.873912096774175,11.873912096774198,0.8938634407769445
illustrative wet,0,-0.5,0.4,0.5,0,0.01,1.5,0.971065557,-14.285714285714256,-14.28571428571428,67.81086814516128,67.81086814516128,0.8938634407769445
illustrative wet,0,-0.5,0.4,0.5,0,0.01,2,0.971065557,-14.285714285714256,-14.28571428571428,123.74782419354835,123.7478241935484,0.8938634407769445
illustrative wet,0,-0.5,0.4,0.5,0,0.01,3,0.971065557,-14.285714285714256,-14.28571428571428,235.62173629032256,235.62173629032256,0.8938634407769445
illustrative dry,0,-0.5,0.4,0.5,0,0.01,1,0.971065557,-14.28571428571428,-14.28571428571428,11.873912096774175,11.873912096774175,0.8938634407769445
illustrative dry,0,-0.5,0.4,0.5,0,0.01,1.5,0.971065557,-14.28571428571428,-14.28571428571428,67.81086814516127,67.81086814516127,0.8938634407769445
illustrative dry,0,-0.5,0.4,0.5,0,0.01,2,0.971065557,-14.28571428571428,-14.28571428571428,123.74782419354835,123.74782419354835,0.8938634407769445
illustrative dry,0,-0.5,0.4,0.5,0,0.01,3,0.971065557,-14.28571428571428,-14.28571428571428,235.62173629032253,235.62173629032253,0.8938634407769445
different verifier site,0,-0.5,0.4,0.5,0,0.01,1,0.971065557,-14.28571428571428,-14.28571428571428,11.873912096774175,11.873912096774175,0.8938634407769445
different verifier site,0,-0.5,0.4,0.5,0,0.01,1.5,0.971065557,-14.28571428571428,-14.28571428571428,67.81086814516127,67.81086814516127,0.8938634407769445
different verifier site,0,-0.5,0.4,0.5,0,0.01,2,0.971065557,-14.28571428571428,-14.28571428571428,123.74782419354835,123.74782419354835,0.8938634407769445
different verifier site,0,-0.5,0.4,0.5,0,0.01,3,0.971065557,-14.28571428571428,-14.28571428571428,235.62173629032253,235.62173629032253,0.8938634407769445
illustrative wet,0,-0.5,0.4,0.5,0,0.1,1,0.949347,-14.285714285714256,-14.285714285714256,9.371774193548376,9.371774193548376,0.9143126801896463
illustrative wet,0,-0.5,0.4,0.5,0,0.1,1.5,0.949347,-14.285714285714256,-14.285714285714256,64.05766129032257,64.05766129032253,0.9143126801896463
illustrative wet,0,-0.5,0.4,0.5,0,0.1,2,0.949347,-14.285714285714256,-14.285714285714256,118.74354838709675,118.74354838709675,0.9143126801896463
illustrative wet,0,-0.5,0.4,0.5,0,0.1,3,0.949347,-14.285714285714256,-14.285714285714256,228.11532258064514,228.11532258064506,0.9143126801896463
illustrative dry,0,-0.5,0.4,0.5,0,0.1,1,0.949347,-14.28571428571428,-14.28571428571428,9.371774193548355,9.371774193548355,0.9143126801896463
illustrative dry,0,-0.5,0.4,0.5,0,0.1,1.5,0.949347,-14.28571428571428,-14.28571428571428,64.05766129032253,64.05766129032253,0.9143126801896463
illustrative dry,0,-0.5,0.4,0.5,0,0.1,2,0.949347,-14.28571428571428,-14.28571428571428,118.74354838709671,118.74354838709671,0.9143126801896463
illustrative dry,0,-0.5,0.4,0.5,0,0.1,3,0.949347,-14.28571428571428,-14.28571428571428,228.11532258064506,228.11532258064506,0.9143126801896463
different verifier site,0,-0.5,0.4,0.5,0,0.1,1,0.949347,-14.28571428571428,-14.28571428571428,9.371774193548376,9.371774193548355,0.9143126801896462
different verifier site,0,-0.5,0.4,0.5,0,0.1,1.5,0.949347,-14.28571428571428,-14.28571428571428,64.05766129032256,64.05766129032253,0.9143126801896462
different verifier site,0,-0.5,0.4,0.5,0,0.1,2,0.949347,-14.28571428571428,-14.28571428571428,118.74354838709675,118.74354838709671,0.9143126801896462
different verifier site,0,-0.5,0.4,0.5,0,0.1,3,0.949347,-14.28571428571428,-14.28571428571428,228.1153225806451,228.11532258064506,0.9143126801896462
illustrative wet,0,-0.5,0.4,0.5,0.02,0,1,0.973,-16.571428571428527,-16.571428571428548,14.338709677419349,14.338709677419326,0.8745944420933843
illustrative wet,0,-0.5,0.4,0.5,0.02,0,1.5,0.973,-16.571428571428527,-16.571428571428548,71.50806451612901,71.50806451612898,0.8745944420933843
illustrative wet,0,-0.5,0.4,0.5,0.02,0,2,0.973,-16.571428571428527,-16.571428571428548,128.6774193548387,128.67741935483866,0.8745944420933843
illustrative wet,0,-0.5,0.4,0.5,0.02,0,3,0.973,-16.571428571428527,-16.571428571428548,243.01612903225802,243.01612903225796,0.8745944420933843
illustrative dry,0,-0.5,0.4,0.5,0.02,0,1,0.973,-16.571428571428548,-16.571428571428548,14.338709677419326,14.338709677419326,0.8745944420933843
illustrative dry,0,-0.5,0.4,0.5,0.02,0,1.5,0.973,-16.571428571428548,-16.571428571428548,71.50806451612898,71.50806451612898,0.8745944420933843
illustrative dry,0,-0.5,0.4,0.5,0.02,0,2,0.973,-16.571428571428548,-16.571428571428548,128.67741935483866,128.67741935483866,0.8745944420933843
illustrative dry,0,-0.5,0.4,0.5,0.02,0,3,0.973,-16.571428571428548,-16.571428571428548,243.01612903225796,243.01612903225796,0.8745944420933843
different verifier site,0,-0.5,0.4,0.5,0.02,0,1,0.973,-86.12244897959182,-16.244897959183646,82.55760368663591,14.018433179723466,0.5477723084690144
different verifier site,0,-0.5,0.4,0.5,0.02,0,1.5,0.973,-86.12244897959182,-16.244897959183646,173.8364055299539,71.0276497695852,0.5477723084690144
different verifier site,0,-0.5,0.4,0.5,0.02,0,2,0.973,-86.12244897959182,-16.244897959183646,265.11520737327186,128.03686635944695,0.5477723084690144
different verifier site,0,-0.5,0.4,0.5,0.02,0,3,0.973,-86.12244897959182,-16.244897959183646,447.6728110599078,242.0552995391704,0.5477723084690144
illustrative wet,0,-0.5,0.4,0.5,0.02,0.01,1,0.971065557,-16.594516594516605,-16.594516594516605,14.133991129032264,14.133991129032264,0.8761631746229455
illustrative wet,0,-0.5,0.4,0.5,0.02,0.01,1.5,0.971065557,-16.594516594516605,-16.594516594516605,71.2009866935484,71.2009866935484,0.8761631746229455
illustrative wet,0,-0.5,0.4,0.5,0.02,0.01,2,0.971065557,-16.594516594516605,-16.594516594516605,128.26798225806454,128.26798225806454,0.8761631746229455
illustrative wet,0,-0.5,0.4,0.5,0.02,0.01,3,0.971065557,-16.594516594516605,-16.594516594516605,242.4019733870968,242.4019733870968,0.8761631746229455
illustrative dry,0,-0.5,0.4,0.5,0.02,0.01,1,0.971065557,-16.594516594516605,-16.594516594516605,14.133991129032243,14.133991129032243,0.8761631746229456
illustrative dry,0,-0.5,0.4,0.5,0.02,0.01,1.5,0.971065557,-16.594516594516605,-16.594516594516605,71.20098669354834,71.20098669354834,0.8761631746229456
illustrative dry,0,-0.5,0.4,0.5,0.02,0.01,2,0.971065557,-16.594516594516605,-16.594516594516605,128.26798225806448,128.26798225806448,0.8761631746229456
illustrative dry,0,-0.5,0.4,0.5,0.02,0.01,3,0.971065557,-16.594516594516605,-16.594516594516605,242.4019733870967,242.4019733870967,0.8761631746229456
different verifier site,0,-0.5,0.4,0.5,0.02,0.01,1,0.971065557,-86.84807256235831,-16.264687693259127,82.90496739631341,13.811122695852497,0.5467320074655095
different verifier site,0,-0.5,0.4,0.5,0.02,0.01,1.5,0.971065557,-86.84807256235831,-16.264687693259127,174.3574510944701,70.71668404377877,0.5467320074655095
different verifier site,0,-0.5,0.4,0.5,0.02,0.01,2,0.971065557,-86.84807256235831,-16.264687693259127,265.80993479262685,127.622245391705,0.5467320074655095
different verifier site,0,-0.5,0.4,0.5,0.02,0.01,3,0.971065557,-86.84807256235831,-16.264687693259127,448.7149021889402,241.43336808755754,0.5467320074655095
illustrative wet,0,-0.5,0.4,0.5,0.02,0.1,1,0.949347,-16.825396825396787,-16.82539682539681,11.802258064516113,11.802258064516113,0.8944363175768278
illustrative wet,0,-0.5,0.4,0.5,0.02,0.1,1.5,0.949347,-16.825396825396787,-16.82539682539681,67.7033870967742,67.7033870967742,0.8944363175768278
illustrative wet,0,-0.5,0.4,0.5,0.02,0.1,2,0.949347,-16.825396825396787,-16.82539682539681,123.60451612903222,123.60451612903222,0.8944363175768278
illustrative wet,0,-0.5,0.4,0.5,0.02,0.1,3,0.949347,-16.825396825396787,-16.82539682539681,235.4067741935484,235.4067741935484,0.8944363175768278
illustrative dry,0,-0.5,0.4,0.5,0.02,0.1,1,0.949347,-16.82539682539681,-16.82539682539681,11.802258064516092,11.802258064516092,0.894436317576828
illustrative dry,0,-0.5,0.4,0.5,0.02,0.1,1.5,0.949347,-16.82539682539681,-16.82539682539681,67.70338709677415,67.70338709677415,0.894436317576828
illustrative dry,0,-0.5,0.4,0.5,0.02,0.1,2,0.949347,-16.82539682539681,-16.82539682539681,123.60451612903218,123.60451612903218,0.894436317576828
illustrative dry,0,-0.5,0.4,0.5,0.02,0.1,3,0.949347,-16.82539682539681,-16.82539682539681,235.4067741935483,235.4067741935483,0.894436317576828
different verifier site,0,-0.5,0.4,0.5,0.02,0.1,1,0.949347,-94.10430839002267,-16.46258503401359,85.75841013824883,11.455046082949295,0.5383336341303524
different verifier site,0,-0.5,0.4,0.5,0.02,0.1,1.5,0.949347,-94.10430839002267,-16.46258503401359,178.63761520737324,67.18256912442395,0.5383336341303524
different verifier site,0,-0.5,0.4,0.5,0.02,0.1,2,0.949347,-94.10430839002267,-16.46258503401359,271.51682027649764,122.91009216589859,0.5383336341303524
different verifier site,0,-0.5,0.4,0.5,0.02,0.1,3,0.949347,-94.10430839002267,-16.46258503401359,457.2752304147465,234.3651382488479,0.5383336341303524
illustrative wet,0,-0.5,0.4,0.5,0.1,0,1,0.973,-25.714285714285666,-25.71428571428569,23.30645161290319,23.30645161290319,0.8109875735775018
illustrative wet,0,-0.5,0.4,0.5,0.1,0,1.5,0.973,-25.714285714285666,-25.71428571428569,84.95967741935479,84.95967741935479,0.8109875735775018
illustrative wet,0,-0.5,0.4,0.5,0.1,0,2,0.973,-25.714285714285666,-25.71428571428569,146.61290322580638,146.61290322580638,0.8109875735775018
illustrative wet,0,-0.5,0.4,0.5,0.1,0,3,0.973,-25.714285714285666,-25.71428571428569,269.9193548387096,269.9193548387096,0.8109875735775018
illustrative dry,0,-0.5,0.4,0.5,0.1,0,1,0.973,-25.71428571428571,-25.71428571428571,23.30645161290319,23.30645161290319,0.8109875735775018
illustrative dry,0,-0.5,0.4,0.5,0.1,0,1.5,0.973,-25.71428571428571,-25.71428571428571,84.95967741935479,84.95967741935479,0.8109875735775018
illustrative dry,0,-0.5,0.4,0.5,0.1,0,2,0.973,-25.71428571428571,-25.71428571428571,146.61290322580638,146.61290322580638,0.8109875735775018
illustrative dry,0,-0.5,0.4,0.5,0.1,0,3,0.973,-25.71428571428571,-25.71428571428571,269.9193548387096,269.9193548387096,0.8109875735775018
different verifier site,0,-0.5,0.4,0.5,0.1,0,1,0.973,-373.46938775510205,-24.081632653061224,364.40092165898614,21.705069124423936,0.2153311833291987
different verifier site,0,-0.5,0.4,0.5,0.1,0,1.5,0.973,-373.46938775510205,-24.081632653061224,596.6013824884793,82.55760368663594,0.2153311833291987
different verifier site,0,-0.5,0.4,0.5,0.1,0,2,0.973,-373.46938775510205,-24.081632653061224,828.8018433179723,143.4101382488479,0.2153311833291987
different verifier site,0,-0.5,0.4,0.5,0.1,0,3,0.973,-373.46938775510205,-24.081632653061224,1293.2027649769586,265.11520737327186,0.2153311833291987
illustrative wet,0,-0.5,0.4,0.5,0.1,0.01,1,0.971065557,-25.829725829725824,-25.829725829725824,23.17430725806451,23.17430725806451,0.8118576205221789
